from_stop_id,to_stop_id,avg_delay,median_delay,max_delay
8000879,8000316,60,30,300
8000879,8000879,137,60,900
8000961,8000041,354,345,960
8000961,8000076,199,30,1380
8000961,8000080,108,60,690
8000961,8000149,450,300,960
8000961,8000961,158,90,1530
8001055,8000096,183,120,870
8001055,8000177,111,60,360
8001055,8001055,123,60,870
8001055,8002785,196,150,1020
8001055,8005776,54,60,300
8001080,8000101,120,120,120
8001080,8000177,232,165,480
8001080,8001080,161,90,780
8001080,8001833,167,90,780
8001080,8002166,125,60,600
8001083,8000206,1099,720,9270
8001083,8000207,570,570,570
8001083,8001083,698,420,9570
8001083,8003368,323,240,1080
8001083,8073368,651,465,2790
8001443,8000050,140,120,1050
8001443,8000294,175,90,870
8001443,8001443,143,60,1170
8001751,8000002,581,150,3660
8001751,8000067,258,210,570
8001751,8001751,375,135,3450
8001767,8001768,0,0,0
8001768,8000225,36,30,120
8001768,8000800,880,690,1890
8001768,8001767,900,900,900
8001768,8001768,223,30,2400
8001768,8003866,90,30,360
8001773,8000286,30,30,30
8001787,8000320,90,60,180
8001787,8001787,185,75,810
8001787,8004885,290,120,750
8001790,8000073,250,120,1020
8001790,8000163,94,90,210
8001790,8000290,266,120,1230
8001790,8001790,209,90,1050
8001833,8000101,160,60,780
8001833,8001080,75,60,240
8001833,8001833,118,60,780
8001844,8000025,150,90,1140
8001844,8000114,143,120,840
8001844,8000284,294,120,840
8001844,8001844,156,90,1770
8001844,8010101,-120,-120,-120
8001920,8000096,224,120,1260
8001920,8000302,173,105,1020
8001920,8001920,135,60,1230
8001920,8005776,116,75,750
8001995,8001995,262,150,1800
8001995,8004585,335,150,1680
8001995,8005609,165,120,480
8002041,8000068,279,210,1740
8002041,8000105,270,120,2730
8002041,8000115,1680,1680,1680
8002041,8000150,328,210,2550
8002041,8000244,875,915,1260
8002041,8002041,222,120,2820
8002041,8002042,96,30,1470
8002041,8003200,630,630,870
8002041,8070003,246,240,360
8002042,8000105,198,60,3480
8002042,8000111,154,120,870
8002042,8000728,60,30,210
8002042,8002041,113,60,1230
8002042,8002042,121,60,3600
8002159,8000284,255,255,330
8002166,8001080,188,120,810
8002166,8002166,148,90,780
8002166,8002785,112,60,600
8002370,8000102,387,90,3450
8002370,8000532,233,60,1620
8002370,8002370,301,60,3510
8002461,8000036,401,90,6480
8002461,8000149,214,60,3540
8002461,8000263,50,30,210
8002461,8002461,283,60,6510
8002548,8000271,208,60,2670
8002548,8000312,330,330,630
8002548,8002548,159,30,6360
8002548,8002549,185,30,4770
8002548,8002553,802,255,6330
8002548,8002554,50,30,810
8002548,8003102,240,90,690
8002549,8000050,165,165,300
8002549,8000058,68,30,210
8002549,8000098,130,180,210
8002549,8000147,167,75,1200
8002549,8000152,210,90,1350
8002549,8000237,130,30,1140
8002549,8000238,150,150,210
8002549,8000271,630,390,1230
8002549,8002548,505,90,6240
8002549,8002549,384,90,5910
8002549,8002553,413,225,1530
8002549,8002554,42,30,120
8002549,8005362,400,420,420
8002549,8010216,45,45,60
8002549,8010324,47,0,450
8002549,8010382,60,60,60
8002549,8010404,28,30,150
8002553,8000271,270,270,270
8002553,8002548,63,0,1260
8002553,8002549,96,45,360
8002553,8002553,165,165,270
8002553,8003102,73,30,270
8002554,8000058,69,60,180
8002554,8002548,30,30,150
8002554,8002549,277,105,1320
8002554,8002554,49,0,1320
8002785,8001055,58,30,690
8002785,8002166,177,120,750
8002785,8002785,160,120,750
8003020,8000046,402,180,1620
8003020,8000214,245,60,1710
8003020,8003020,320,60,1680
8003065,8000197,379,240,2010
8003065,8003065,344,150,3090
8003065,8003693,501,270,3060
8003065,8005609,306,105,1830
8003102,8000155,121,30,1020
8003102,8002548,75,75,120
8003102,8002549,255,255,300
8003102,8002553,51,30,240
8003102,8003102,125,90,930
8003184,8000055,95,30,840
8003184,8000191,208,90,1590
8003184,8000299,77,30,600
8003184,8003184,82,0,1620
8003200,8000029,118,90,1080
8003200,8000105,483,330,1590
8003200,8000115,258,165,1020
8003200,8000128,510,360,2610
8003200,8000129,15,15,30
8003200,8000196,251,135,1050
8003200,8000368,102,90,360
8003200,8002041,225,195,480
